Time,Temperature,GRAWX,GRAWY,GRAWZ,GACCELX,GACCELY,GACCELZ
1947730,14.19082,1.694656,-1.419847,-1.51145,0.07542004,-9.998543,-0.3579459
1947826,14.31159,1.465649,-1.816794,-1.465649,0.1544315,-10.03685,-0.3615374
1948013,14.43237,1.465649,-1.603053,-1.267176,0.1472487,-9.967417,-0.2956945
1948199,14.19082,1.374046,-1.648855,-1.251908,0.1376715,-9.933897,-0.2633716
1948418,14.13043,1.664122,-1.664122,-1.160305,0.2430201,-9.931503,-0.3483688
1948527,14.00966,1.541985,-1.587786,-1.51145,0.1005601,-9.998543,-0.3160459
1948731,14.07005,1.694656,-1.526718,-1.251908,0.1783744,-9.972206,-0.3759031
1948918,14.31159,1.419847,-1.755725,-1.465649,0.1424601,-9.987769,-0.3363973
1949015,14.43237,1.267176,-1.251908,-1.267176,0.1292915,-9.98298,-0.3076659
1949230,14.31159,1.40458,-1.557252,-1.496183,0.08499719,-10.01291,-0.3603402
1949326,14.43237,1.709924,-1.282443,-1.29771,0.1017572,-9.997346,-0.325623
1949513,14.19082,1.725191,-1.618321,-1.389313,0.1173201,-10.07037,-0.2861173
1949716,14.19082,1.465649,-1.419847,-1.358779,0.2106973,-9.984178,-0.292103
1949841,14.07005,1.496183,-1.29771,-1.358779,0.1221086,-10.02488,-0.3363973
1950043,14.13043,1.374046,-1.40458,-1.29771,0.1448544,-9.951855,-0.3771002
1950231,14.19082,1.740458,-1.618321,-1.618321,0.09696863,-10.04882,-0.3184402
1950419,14.19082,1.40458,-1.633588,-1.496183,0.1544315,-9.951855,-0.3016802
1950513,14.19082,1.541985,-1.679389,-1.282443,0.1544315,-9.95784,-0.2813287
1950731,14.7343,1.648855,-1.496183,-1.450382,0.1640087,-10.02608,-0.3244259
1950825,14.19082,1.633588,-1.618321,-1.51145,0.174783,-9.975798,-0.2801316
1951028,14.49275,1.725191,-1.572519,-1.51145,0.1735858,-9.99136,-0.3316088
1951155,14.31159,1.648855,-1.496183,-1.450382,0.1448544,-9.985374,-0.3399888
1951356,14.31159,1.51145,-1.480916,-1.374046,0.1652058,-10.01051,-0.3052716
1951544,14.19082,1.603053,-1.541985,-1.435115,0.1245029,-9.998543,-0.3016802
1951637,14.49275,1.480916,-1.633588,-1.526718,0.09098291,-10.0596,-0.3471716
1951856,14.43237,1.374046,-1.450382,-1.29771,0.2071058,-10.02727,-0.3340031
1951950,14.19082,1.862595,-1.618321,-1.328244,0.1257001,-9.986571,-0.2897087
1952154,14.61353,1.816794,-1.526718,-1.587786,0.1125315,-10.01171,-0.3208345
1952281,14.43237,1.618321,-1.419847,-1.328244,0.1209115,-9.971008,-0.3375945
1952482,14.31159,1.557252,-1.557252,-1.40458,0.09098291,-10.04643,-0.308863
1952670,14.49275,1.740458,-1.648855,-1.480916,0.04788574,-9.99974,-0.3016802
1952858,14.43237,1.419847,-1.51145,-1.480916,0.06344861,-9.912349,-0.2992859
1952954,14.31159,1.541985,-1.29771,-1.526718,0.1652058,-10.03206,-0.2992859
1953169,14.37198,1.832061,-1.664122,-1.51145,0.1687972,-9.996149,-0.3244259
1953265,14.49275,1.557252,-1.496183,-1.572519,0.1149258,-9.955446,-0.3028773
1953482,14.31159,1.389313,-1.358779,-1.450382,0.1364744,-10.0596,-0.3184402
1953591,14.61353,1.603053,-1.465649,-1.51145,0.1364744,-9.960235,-0.266963
1953810,14.43237,1.664122,-1.419847,-1.526718,0.1496429,-9.965023,-0.3782974
1953982,14.55314,1.251908,-1.709924,-1.480916,0.1975287,-10.0153,-0.2873144
1954171,14.43237,1.40458,-1.526718,-1.557252,0.1759801,-10.00573,-0.3340031
1954280,14.49275,1.51145,-1.496183,-1.419847,0.1472487,-10.01411,-0.3184402
1954482,14.00966,1.618321,-1.541985,-1.343511,0.1065458,-10.02368,-0.3627345
1954578,14.31159,1.587786,-1.770992,-1.29771,0.158023,-10.06678,-0.3519602
1954779,14.43237,1.816794,-1.648855,-1.51145,0.1484458,-10.03685,-0.3304116
1954905,14.37198,1.572519,-1.541985,-1.358779,0.1520372,-9.985374,-0.325623
1955123,14.55314,1.755725,-1.572519,-1.267176,0.1687972,-9.99974,-0.3387916
1955296,14.31159,1.648855,-1.526718,-1.541985,0.1268972,-9.994951,-0.3507631
1955499,14.49275,1.587786,-1.51145,-1.419847,0.1280944,-9.98298,-0.3232287
1955579,14.37198,1.526718,-1.40458,-1.419847,0.1472487,-9.956643,-0.2777373
1955796,14.49275,1.770992,-1.877863,-1.221374,0.1640087,-9.936292,-0.3052716
1955891,14.43237,2,-1.419847,-1.419847,0.1304886,-9.959037,-0.3244259
1956093,14.55314,1.618321,-1.40458,-1.572519,0.1771773,-10.01291,-0.300483
1956218,14.13043,1.374046,-1.679389,-1.480916,0.1424601,-9.973403,-0.317243
1956421,14.49275,2.122137,-1.526718,-1.419847,0.1316858,-9.98298,-0.2909059
1956608,14.49275,1.374046,-1.51145,-1.496183,0.1604172,-10.0584,-0.3196373
1956703,14.43237,1.572519,-1.343511,-1.480916,0.1592201,-9.944672,-0.3435802
1956920,14.43237,1.419847,-1.587786,-1.175573,0.1460515,-9.9327,-0.2944973
1957108,14.49275,1.877863,-1.633588,-1.419847,0.1233058,-10.01291,-0.3615374
1957295,14.49275,1.648855,-1.541985,-1.465649,0.09816577,-9.979388,-0.283723
1957390,14.49275,1.51145,-1.725191,-1.389313,0.1568258,-9.972206,-0.4166059
1957608,14.55314,1.694656,-1.847328,-1.389313,0.1005601,-9.99136,-0.3435802
1957719,14.19082,1.633588,-1.526718,-1.29771,0.1963315,-10.00213,-0.3184402
1957906,14.37198,1.633588,-1.755725,-1.648855,0.1640087,-9.986571,-0.3244259
1958094,14.61353,1.618321,-1.343511,-1.282443,0.1843601,-9.959037,-0.2154858
1958297,14.43237,1.877863,-1.480916,-1.160305,0.1436572,-9.976995,-0.3100602
1958485,14.49275,1.480916,-1.419847,-1.312977,0.1472487,-9.960235,-0.3447773
1958582,14.31159,1.541985,-1.541985,-1.328244,0.1400658,-10.00932,-0.3184402
1958797,14.49275,1.78626,-1.755725,-1.526718,0.1508401,-10.04763,-0.3459745
1958985,14.43237,1.709924,-1.236641,-1.419847,0.1268972,-10.02967,-0.3615374
1959080,14.61353,1.633588,-1.450382,-1.587786,0.1843601,-9.929109,-0.3794945
1959282,14.61353,1.648855,-1.709924,-1.358779,0.1125315,-9.945868,-0.325623
1959407,14.37198,1.832061,-1.435115,-1.312977,0.1628115,-10.02727,-0.3735088
1959610,14.55314,1.557252,-1.618321,-0.9923664,0.0742229,-10.00812,-0.3531573
1959801,14.49275,1.572519,-1.557252,-1.496183,0.1424601,-9.98298,-0.3363973
1959892,14.61353,1.343511,-1.480916,-1.450382,0.2011201,-9.978191,-0.3375945
1960110,14.49275,2.045802,-1.450382,-1.480916,0.08380005,-9.95784,-0.3076659
1960206,14.49275,1.709924,-1.709924,-1.648855,0.08978577,-10.03446,-0.3160459
1960423,14.49275,1.496183,-1.664122,-1.618321,0.1412629,-9.948263,-0.3196373
1960532,14.49275,1.801527,-1.435115,-1.465649,0.1604172,-9.981783,-0.3112573
1960735,14.31159,1.709924,-1.526718,-1.19084,0.1316858,-10.03805,-0.300483
1960923,14.79469,1.374046,-1.480916,-1.389313,0.1233058,-10.00094,-0.2956945
1961017,14.55314,1.450382,-1.496183,-1.450382,0.1029543,-10.00094,-0.2525973
1961236,14.19082,1.78626,-1.664122,-1.267176,0.1628115,-9.993754,-0.3447773
1961331,14.55314,1.541985,-1.709924,-1.312977,0.1412629,-9.94946,-0.3220316
1961533,14.49275,1.541985,-1.633588,-1.343511,0.1173201,-9.976995,-0.3854802
1961659,14.49275,1.618321,-1.557252,-1.40458,0.1400658,-10.00812,-0.2645687
1961861,14.43237,1.832061,-1.526718,-1.175573,0.174783,-9.99136,-0.3112573
1962048,14.31159,1.755725,-1.267176,-1.251908,0.1795715,-9.96622,-0.3459745
1962143,14.55314,1.450382,-1.419847,-1.328244,0.1077429,-10.00812,-0.3938602
1962361,14.61353,1.648855,-1.419847,-1.480916,0.1137286,-9.990163,-0.3184402
1962455,14.31159,1.709924,-1.328244,-1.557252,0.1484458,-10.08234,-0.3411859
1962658,14.31159,1.679389,-1.374046,-1.206107,0.1711915,-9.975798,-0.3184402
1962783,14.49275,1.572519,-1.282443,-1.419847,0.1807687,-9.918334,-0.3112573
1962986,14.7343,1.725191,-1.450382,-1.465649,0.1065458,-9.986571,-0.3639316
1963174,14.43237,1.725191,-1.557252,-1.450382,0.1161229,-10.00932,-0.3304116
1963268,14.43237,1.587786,-1.755725,-1.328244,0.1017572,-9.981783,-0.3543545
1963486,14.31159,1.89313,-1.572519,-1.312977,0.1328829,-10.08474,-0.3459745
1963581,14.7343,1.587786,-1.389313,-1.358779,0.1484458,-9.972206,-0.2825259
1963783,14.61353,1.587786,-1.358779,-1.282443,0.1963315,-9.944672,-0.3794945
1963910,14.49275,1.541985,-1.343511,-1.328244,0.1233058,-9.893194,-0.3352002
1964111,14.79469,1.648855,-1.465649,-1.465649,0.1161229,-9.961432,-0.3818888
1964300,14.43237,1.312977,-1.496183,-1.312977,0.1209115,-10.00812,-0.3016802
1964393,14.7343,1.603053,-1.541985,-1.282443,0.09696863,-9.972206,-0.308863
1964611,14.61353,1.358779,-1.572519,-1.267176,0.1759801,-9.960235,-0.3040745
1964706,14.7343,1.78626,-1.358779,-1.343511,0.1149258,-9.911152,-0.3160459
1964924,14.49275,1.572519,-1.541985,-1.374046,0.1807687,-9.938685,-0.3459745
1965035,14.61353,1.496183,-1.755725,-1.51145,0.1388687,-10.02967,-0.3160459
1965253,14.55314,1.374046,-1.496183,-1.267176,0.1723887,-10.00213,-0.317243
1965425,14.49275,1.51145,-1.40458,-1.267176,0.1316858,-9.956643,-0.3627345
1965519,14.61353,1.526718,-1.343511,-1.40458,0.03591431,-9.945868,-0.3627345
1965737,14.49275,1.847328,-1.694656,-1.267176,0.1735858,-9.938685,-0.3531573
1965833,14.7343,1.480916,-1.633588,-1.40458,0.1628115,-9.950657,-0.3771002
1966034,14.7343,1.450382,-1.480916,-1.526718,0.1520372,-9.962628,-0.2861173
1966159,14.31159,1.374046,-1.389313,-1.29771,0.1556287,-9.973403,-0.3196373
1966363,14.61353,1.816794,-1.526718,-1.389313,0.183163,-9.939883,-0.3507631
1966553,14.85507,1.603053,-1.633588,-1.465649,0.07182861,-9.986571,-0.3567488
1966644,14.79469,1.526718,-1.419847,-1.419847,0.1065458,-9.971008,-0.3555516
1966863,14.61353,1.358779,-1.496183,-1.419847,0.08140576,-10.0596,-0.3064688
1967050,14.7343,1.648855,-1.450382,-1.343511,0.1676001,-9.992558,-0.3208345
1967146,14.7343,1.51145,-1.374046,-1.374046,0.1807687,-9.942277,-0.2645687
1967347,14.49275,1.267176,-1.694656,-1.465649,0.1340801,-9.998543,-0.3340031
1967473,14.49275,1.465649,-1.541985,-1.496183,0.1520372,-9.96622,-0.3124545
1967660,14.7343,1.389313,-1.572519,-1.618321,0.1807687,-10.03925,-0.3459745
1967863,14.43237,1.877863,-1.496183,-1.389313,0.1101372,-10.02009,-0.3100602
1968067,14.49275,1.496183,-1.236641,-1.389313,0.1496429,-9.980586,-0.3579459
1968147,14.7343,1.618321,-1.465649,-1.29771,0.1604172,-9.911152,-0.3555516
1968363,14.7343,1.343511,-1.770992,-1.419847,0.1257001,-9.994951,-0.3304116
1968458,14.49275,1.526718,-1.496183,-1.389313,0.1257001,-9.978191,-0.3950574
1968660,14.61353,1.29771,-1.633588,-1.51145,0.1197144,-10.03685,-0.3196373
1968787,14.7343,1.740458,-1.51145,-1.450382,0.09696863,-10.0153,-0.3878745
1968989,14.7343,1.618321,-1.480916,-1.328244,0.08978577,-9.971008,-0.3399888
1969191,14.79469,1.389313,-1.572519,-1.343511,0.1819658,-9.979388,-0.3304116
1969285,14.85507,1.572519,-1.694656,-1.465649,0.1388687,-9.996149,-0.3890716
1969488,14.79469,1.740458,-1.526718,-1.465649,0.1520372,-9.985374,-0.3160459
1969583,14.79469,1.664122,-1.557252,-1.496183,0.1304886,-10.05122,-0.3196373
1969785,14.79469,1.465649,-1.40458,-1.312977,0.1460515,-9.992558,-0.2897087
1969912,14.7343,1.755725,-1.450382,-1.358779,0.09936292,-9.962628,-0.2681602
1970114,14.61353,1.450382,-1.832061,-1.633588,0.09816577,-9.9746,-0.2633716
1970240,15.03623,1.770992,-1.78626,-1.526718,0.1245029,-10.0165,-0.3363973
1970443,14.7343,1.679389,-1.725191,-1.40458,0.1245029,-10.01889,-0.3435802
1970632,14.7343,1.877863,-1.51145,-1.557252,0.1472487,-10.01411,-0.3387916
1970724,14.55314,1.389313,-1.541985,-1.343511,0.1640087,-9.953052,-0.3268202
1970943,14.61353,1.358779,-1.465649,-1.389313,0.1364744,-9.993754,-0.3232287
1971037,14.61353,1.29771,-1.572519,-1.480916,0.1352772,-9.962628,-0.2849202
1971224,14.85507,1.862595,-2.030534,-1.40458,0.1053486,-9.962628,-0.3184402
1971430,14.49275,1.328244,-1.694656,-1.480916,0.08499719,-10.04284,-0.3387916
1971583,14.79469,1.679389,-1.328244,-1.282443,0.1065458,-9.990163,-0.2992859
1971755,14.49275,1.51145,-1.496183,-1.29771,0.1137286,-9.997346,-0.2621744
1971852,14.7343,1.832061,-1.450382,-1.450382,0.1939373,-9.973403,-0.308863
1972068,14.79469,1.419847,-1.633588,-1.40458,0.1759801,-9.973403,-0.3531573
1972164,14.7343,1.740458,-1.496183,-1.328244,0.1292915,-10.00094,-0.2956945
1972365,14.85507,1.29771,-1.587786,-1.328244,0.1304886,-10.00812,-0.3148488
1972492,14.85507,1.633588,-1.465649,-1.51145,0.1017572,-10.00932,-0.3663259
1972693,14.79469,1.740458,-1.648855,-1.328244,0.1065458,-10.00333,-0.3268202
1972881,14.7343,1.51145,-1.40458,-1.465649,0.1628115,-9.965023,-0.3076659
1972977,14.85507,1.374046,-1.29771,-1.633588,0.1460515,-10.0165,-0.3387916
1973193,14.85507,1.419847,-1.496183,-1.694656,0.1101372,-10.04763,-0.3974517
1973289,14.79469,1.770992,-1.358779,-1.450382,0.1340801,-9.980586,-0.3375945
1973490,14.61353,1.465649,-1.419847,-1.328244,0.1340801,-9.980586,-0.3016802
1973616,14.97585,1.725191,-1.679389,-1.465649,0.1568258,-9.94946,-0.2933002
1973834,14.61353,1.954198,-1.648855,-1.450382,0.1520372,-9.94108,-0.3268202
1974022,14.7343,1.816794,-1.709924,-1.374046,0.1113344,-9.95784,-0.2322458
1974100,14.55314,1.648855,-1.694656,-1.40458,0.1951344,-10.01171,-0.3052716
1974319,14.85507,1.328244,-1.587786,-1.541985,0.1711915,-9.976995,-0.2861173
1974507,14.85507,1.618321,-1.816794,-1.496183,0.199923,-10.01291,-0.3304116
1974600,14.85507,1.450382,-1.51145,-1.206107,0.1340801,-10.02009,-0.3519602
1974804,14.85507,1.816794,-1.603053,-1.374046,0.1771773,-9.993754,-0.3675231
1974930,14.85507,1.664122,-1.770992,-1.206107,0.1771773,-9.981783,-0.3340031
1975132,14.7343,1.694656,-1.358779,-1.358779,0.2154858,-10.00094,-0.317243
1975321,14.85507,1.480916,-1.40458,-1.343511,0.1843601,-9.99136,-0.241823
1975429,14.61353,1.465649,-1.740458,-1.160305,0.1077429,-10.03805,-0.3399888
1975632,14.79469,1.587786,-1.603053,-1.541985,0.1532344,-10.01171,-0.2933002
1975727,14.7343,1.480916,-1.557252,-1.328244,0.1053486,-9.988966,-0.3064688
1975929,14.85507,1.603053,-1.557252,-1.328244,0.07781433,-10.0177,-0.3064688
1976056,14.91546,1.541985,-1.633588,-1.480916,0.1472487,-10.06199,-0.3064688
1976257,15.03623,1.374046,-1.908397,-1.328244,0.1400658,-9.954248,-0.2849202
1976447,14.97585,1.740458,-1.557252,-1.557252,0.1544315,-10.01051,-0.3268202
1976541,14.61353,1.801527,-1.633588,-1.328244,0.1125315,-9.987769,-0.3771002
1976757,14.85507,1.312977,-1.480916,-1.374046,0.07661719,-9.963826,-0.3723117
1976851,14.91546,1.526718,-1.679389,-1.328244,0.1245029,-9.953052,-0.3292145
1977039,14.85507,1.236641,-1.526718,-1.312977,0.1855572,-9.926714,-0.3411859
1977243,14.7343,1.419847,-1.725191,-1.419847,0.2214716,-10.01051,-0.3878745
1977398,14.85507,1.603053,-1.51145,-1.648855,0.1963315,-10.02129,-0.3471716
1977571,14.79469,2.015267,-1.725191,-1.419847,0.1233058,-9.950657,-0.3627345
1977773,14.97585,1.587786,-1.526718,-1.343511,0.1891487,-9.993754,-0.3112573
1977836,14.7343,1.740458,-1.435115,-1.374046,0.1364744,-9.926714,-0.3459745
1978070,14.85507,1.40458,-1.419847,-1.541985,0.1484458,-10.00573,-0.3340031
1978165,14.61353,1.526718,-1.572519,-1.450382,0.2059087,-9.990163,-0.3232287
1978367,14.97585,1.587786,-1.587786,-1.435115,0.1352772,-9.947065,-0.3699174
1978492,14.61353,1.419847,-1.557252,-1.389313,0.1197144,-9.929109,-0.2897087
1978695,14.85507,1.603053,-1.755725,-1.328244,0.1041515,-9.971008,-0.300483
1978883,14.97585,1.633588,-1.725191,-1.206107,0.1017572,-10.04763,-0.3184402
1978977,14.91546,1.832061,-1.618321,-1.480916,0.1316858,-9.987769,-0.3328059
1979196,14.61353,1.541985,-1.603053,-1.389313,0.1113344,-10.00692,-0.3340031
1979291,14.85507,1.664122,-1.236641,-1.129771,0.1209115,-10.01291,-0.3112573
1979508,14.61353,1.435115,-1.40458,-1.450382,0.1268972,-9.976995,-0.2873144
1979619,14.61353,1.450382,-1.587786,-1.312977,0.08978577,-9.998543,-0.317243
1979836,15.03623,1.450382,-1.694656,-1.526718,0.1388687,-10.00213,-0.3136516
1979930,15.03623,1.603053,-1.496183,-1.29771,0.1388687,-9.984178,-0.3363973
1980133,14.91546,1.526718,-1.480916,-1.267176,0.1197144,-9.96622,-0.3459745
1980228,14.7343,1.694656,-1.587786,-1.587786,0.1544315,-9.980586,-0.3519602
1980446,14.97585,1.557252,-1.480916,-1.450382,0.158023,-10.00573,-0.3352002
1980557,14.91546,1.419847,-1.29771,-1.496183,0.1125315,-10.01889,-0.3375945
1980758,14.97585,1.694656,-1.679389,-1.587786,0.1041515,-9.9746,-0.3244259
1980949,14.85507,1.679389,-1.312977,-1.572519,0.1077429,-10.03446,-0.3292145
1981055,14.79469,1.419847,-1.618321,-1.496183,0.1460515,-10.04882,-0.3567488
1981259,14.7343,1.633588,-1.709924,-1.312977,0.1388687,-10.00812,-0.283723
1981352,14.91546,1.725191,-1.541985,-1.770992,0.1939373,-10.00573,-0.300483
1981555,14.97585,1.648855,-1.40458,-1.160305,0.1795715,-9.979388,-0.3699174
1981683,14.97585,1.709924,-1.572519,-1.541985,0.1460515,-10.02129,-0.3507631
1981883,14.7343,1.679389,-1.587786,-1.419847,0.1628115,-10.04044,-0.2992859
1982071,14.85507,1.679389,-1.664122,-1.40458,0.158023,-9.975798,-0.3435802
1982167,14.91546,1.648855,-1.572519,-1.358779,0.1819658,-9.926714,-0.2968916
1982383,15.03623,1.709924,-1.618321,-1.51145,0.1257001,-10.00213,-0.3411859
1982477,14.91546,1.664122,-1.694656,-1.389313,0.08380005,-10.01171,-0.3352002
1982696,14.85507,1.29771,-1.389313,-1.541985,0.1376715,-10.04523,-0.3112573
1982805,14.85507,1.251908,-1.725191,-1.29771,0.1723887,-9.980586,-0.3806916
1983008,14.85507,1.862595,-1.587786,-1.480916,0.09577148,-10.0165,-0.3340031
1983196,14.97585,1.725191,-1.51145,-1.312977,0.1280944,-9.98298,-0.317243
1983292,15.03623,1.664122,-1.343511,-1.358779,0.1316858,-9.99974,-0.3411859
1983509,14.97585,1.572519,-1.587786,-1.236641,0.08020861,-9.979388,-0.3723117
1983696,14.97585,1.801527,-1.541985,-1.480916,0.1855572,-10.0177,-0.3352002
1983790,14.97585,1.435115,-1.51145,-1.40458,0.1759801,-9.968615,-0.3699174
1984008,15.03623,1.740458,-1.251908,-1.40458,0.1245029,-9.993754,-0.3639316
1984118,14.97585,2.045802,-1.496183,-1.312977,0.1687972,-9.95784,-0.2645687
1984320,14.85507,1.343511,-1.541985,-1.557252,0.1771773,-10.02249,-0.3507631
1984509,14.85507,1.587786,-1.603053,-1.435115,0.1687972,-9.961432,-0.2885116
1984618,14.91546,1.618321,-1.587786,-1.557252,0.1448544,-9.976995,-0.2885116
1984821,14.91546,1.877863,-1.633588,-1.435115,0.1795715,-9.987769,-0.3016802
1984915,14.97585,1.374046,-1.557252,-1.480916,0.1472487,-9.947065,-0.2633716
1985118,15.09662,1.78626,-1.496183,-1.496183,0.2430201,-9.95784,-0.3244259
1985243,15.21739,1.664122,-1.312977,-1.282443,0.1508401,-9.971008,-0.3615374
1985433,14.85507,1.862595,-1.374046,-1.29771,0.08140576,-9.994951,-0.2933002
1985620,14.97585,1.526718,-1.648855,-1.358779,0.05746289,-9.986571,-0.3184402
1985837,15.09662,1.648855,-1.40458,-1.358779,0.1556287,-10.0153,-0.3818888
1986010,14.97585,1.877863,-1.572519,-1.541985,0.1963315,-10.02727,-0.3675231
1986106,15.03623,1.862595,-1.664122,-1.358779,0.1568258,-9.94946,-0.3747059
1986322,14.85507,1.374046,-1.496183,-1.694656,0.1592201,-10.00333,-0.3519602
1986416,15.09662,1.709924,-1.603053,-1.40458,0.1939373,-10.01411,-0.3567488
1986634,15.03623,1.648855,-1.755725,-1.29771,0.1173201,-9.990163,-0.3771002
1986744,15.09662,1.725191,-1.740458,-1.633588,0.1125315,-9.979388,-0.325623
1986946,14.85507,1.541985,-1.496183,-1.450382,0.1280944,-10.04044,-0.3806916
1987134,15.09662,1.877863,-1.89313,-1.664122,0.1628115,-9.9327,-0.3363973
1987229,14.97585,2.045802,-1.618321,-1.465649,0.208303,-9.89918,-0.3447773
1987447,15.03623,1.587786,-1.40458,-1.358779,0.2035144,-9.985374,-0.3220316
1987541,14.91546,1.587786,-1.343511,-1.51145,0.1628115,-9.992558,-0.3399888
1987743,15.09662,1.89313,-1.587786,-1.389313,0.1987258,-9.967417,-0.308863
1987870,15.27778,1.801527,-1.557252,-1.557252,0.2023173,-9.996149,-0.2909059
1988072,15.27778,1.709924,-1.725191,-1.389313,0.2047115,-9.942277,-0.2933002
1988260,14.97585,1.526718,-1.709924,-1.358779,0.1532344,-9.930305,-0.3363973
1988356,14.97585,1.267176,-1.679389,-1.587786,0.1508401,-10.0177,-0.2561887
1988573,15.09662,1.938931,-1.435115,-1.343511,0.1304886,-9.96622,-0.2861173
1988759,15.03623,1.832061,-1.78626,-1.450382,0.1041515,-9.948263,-0.2980888
1988855,15.03623,1.679389,-1.526718,-1.40458,0.1436572,-9.98298,-0.3615374
1989041,15.09662,2.015267,-1.618321,-1.480916,0.2346401,-9.99136,-0.3675231
1989244,14.97585,1.862595,-1.419847,-1.312977,0.1448544,-9.935095,-0.3399888
1989384,14.85507,1.557252,-1.648855,-1.480916,0.08858863,-9.948263,-0.3627345
1989572,15.03623,1.480916,-1.541985,-1.480916,0.1496429,-9.921926,-0.3208345
1989666,14.97585,1.541985,-1.389313,-1.541985,0.1508401,-9.938685,-0.3160459
1989886,14.91546,1.770992,-1.618321,-1.251908,0.1376715,-9.945868,-0.3651288
1990072,15.03623,1.374046,-1.587786,-1.221374,0.1807687,-9.978191,-0.2813287
1990168,15.21739,1.572519,-1.389313,-1.557252,0.1520372,-9.900377,-0.2681602
1990371,14.97585,1.480916,-1.496183,-1.29771,0.183163,-9.968615,-0.3340031
1990494,15.03623,1.541985,-1.603053,-1.40458,0.1903458,-9.973403,-0.2992859
1990682,15.09662,1.816794,-1.343511,-1.450382,0.2106973,-9.973403,-0.300483
1990885,15.09662,2.045802,-1.877863,-1.557252,0.1592201,-9.992558,-0.3830859
1991075,15.21739,1.603053,-1.435115,-1.374046,0.1604172,-9.996149,-0.3759031
1991167,15.09662,1.664122,-1.40458,-1.51145,0.05746289,-9.950657,-0.2944973
1991386,15.21739,1.603053,-1.435115,-1.480916,0.1376715,-10.02249,-0.3555516
1991482,15.33816,1.633588,-1.740458,-1.465649,0.1173201,-10.00453,-0.3268202
1991683,14.97585,1.664122,-1.572519,-1.419847,0.1268972,-10.01051,-0.3411859
1991803,15.09662,1.755725,-1.435115,-1.480916,0.1221086,-10.02368,-0.3699174
1991991,15.03623,1.51145,-1.465649,-1.29771,0.1496429,-10.03925,-0.3507631
1992210,14.97585,1.740458,-1.725191,-1.465649,0.1628115,-9.961432,-0.317243
1992382,15.33816,1.358779,-1.51145,-1.435115,0.1759801,-10.00812,-0.3292145
1992479,15.09662,1.862595,-1.29771,-1.633588,0.1628115,-9.961432,-0.2861173
1992694,14.97585,1.328244,-1.389313,-1.19084,0.1173201,-9.997346,-0.3723117
1992788,14.97585,1.603053,-1.450382,-1.29771,0.07661719,-10.00094,-0.3232287
1992991,15.09662,1.251908,-1.526718,-1.450382,0.1364744,-9.965023,-0.3663259
1993117,14.97585,1.465649,-1.725191,-1.603053,0.05626575,-10.00573,-0.3352002
1993319,15.27778,1.114504,-1.832061,-1.206107,0.0933772,-10.00094,-0.3483688
1993507,15.21739,1.618321,-1.648855,-1.526718,0.1101372,-10.03087,-0.3316088
1993603,14.97585,1.816794,-1.587786,-1.526718,0.06823719,-9.914742,-0.3232287
1993821,15.09662,1.19084,-1.664122,-1.358779,0.1233058,-9.9746,-0.3699174
1994007,15.03623,1.618321,-1.496183,-1.40458,0.1759801,-10.00453,-0.2621744
1994101,15.39855,1.755725,-1.480916,-1.633588,0.1628115,-9.959037,-0.3340031
1994307,15.33816,1.282443,-1.496183,-1.450382,0.1340801,-9.9746,-0.3531573
1994444,15.33816,1.78626,-1.526718,-1.526718,0.06105432,-10.01411,-0.3148488
1994634,15.09662,1.832061,-1.374046,-1.389313,0.09457434,-9.962628,-0.2789344
1994726,15.27778,1.709924,-1.648855,-1.312977,0.1903458,-9.955446,-0.2514001
1994944,14.97585,1.572519,-1.770992,-1.236641,0.1508401,-9.939883,-0.3196373
1995039,15.21739,1.862595,-1.603053,-1.435115,0.1759801,-9.997346,-0.3483688
1995241,15.27778,1.419847,-1.465649,-1.389313,0.2130916,-9.942277,-0.2825259
1995369,15.27778,1.587786,-1.526718,-1.557252,0.1460515,-10.03326,-0.2944973
1995554,15.09662,1.679389,-1.633588,-1.282443,0.1245029,-10.06319,-0.300483
1995756,15.21739,1.282443,-1.694656,-1.374046,0.1161229,-10.07037,-0.2885116
1995945,15.39855,1.465649,-1.51145,-1.328244,0.07901148,-9.955446,-0.325623
1996041,15.27778,1.541985,-1.648855,-1.29771,0.158023,-9.938685,-0.3902688
1996257,15.27778,1.664122,-1.557252,-1.267176,0.1352772,-9.976995,-0.3280173
1996351,15.27778,1.541985,-1.587786,-1.312977,0.1520372,-10.00094,-0.4154088
1996553,15.09662,1.603053,-1.664122,-1.51145,0.1209115,-9.962628,-0.3411859
1996681,15.21739,1.740458,-1.740458,-1.374046,0.1771773,-10.00692,-0.3232287
1996882,15.09662,1.862595,-1.755725,-1.465649,0.1113344,-9.969811,-0.3148488
1997070,14.97585,1.526718,-1.572519,-1.29771,0.1161229,-10.03446,-0.2657659
1997179,15.21739,1.862595,-1.603053,-1.419847,0.1053486,-9.993754,-0.308863
1997383,15.51932,1.282443,-1.557252,-1.648855,0.1364744,-9.978191,-0.3280173
1997478,15.03623,1.435115,-1.450382,-1.465649,0.1364744,-10.02727,-0.3136516
1997695,15.09662,1.374046,-1.587786,-1.664122,0.1592201,-9.9746,-0.3016802
1997806,15.21739,1.847328,-1.648855,-1.480916,0.1197144,-9.990163,-0.3447773
1998007,15.27778,1.832061,-1.435115,-1.343511,0.1221086,-9.978191,-0.2466116
