Time,Temperature,GRAWX,GRAWY,GRAWZ,GACCELX,GACCELY,GACCELZ
398384,-12.31884,1.19084,-0.7022901,-0.6412214,0.06943433,-9.973403,-0.3603402
398603.3,-12.56039,1.282443,-0.8854962,-0.4885496,0.0275343,-10.00932,-0.2813287
398789.8,-12.5,1.694656,-0.8091603,-0.7328244,0.06943433,-9.987769,-0.3878745
398884.1,-12.0773,1.114504,-0.8549618,-0.8396947,0.06704004,-10.00573,-0.3830859
399088.5,-12.43961,1.541985,-0.8854962,-0.6564885,0.07302576,-10.04523,-0.3244259
399213.3,-12.43961,1.465649,-1.083969,-0.7633588,0.09218005,-9.960235,-0.3124545
399430,-12.62077,1.465649,-0.9160305,-0.7175573,0.1711915,-10.05002,-0.3495659
399617.5,-12.5,0.8549618,-0.8091603,-0.778626,0.0658429,-9.906363,-0.3663259
399711.4,-12.5,1.358779,-0.9770992,-0.870229,0.1592201,-9.990163,-0.3328059
399914.8,-12.56039,1.526718,-0.9312977,-0.6259542,0.1017572,-10.03087,-0.3507631
400102.8,-12.5,0.6564885,-0.7175573,-0.7480916,0.08380005,-9.972206,-0.3220316
400290.3,-12.56039,0.5954198,-1.175573,-0.5648855,0.1149258,-9.96622,-0.3447773
400384.1,-12.56039,0.6564885,-0.9465649,-0.5954198,0.1149258,-9.979388,-0.3651288
400572.1,-12.62077,1.587786,-0.5648855,-0.5343512,0.1041515,-10.02249,-0.4273803
400775,-12.5,1.435115,-0.9007633,-0.6259542,0.09936292,-9.959037,-0.3890716
400901.3,-12.62077,1.007634,-0.9312977,-0.5954198,0.02992859,-9.99136,-0.3483688
401103.6,-12.56039,1.343511,-0.9465649,-0.519084,0.02514002,-9.954248,-0.3627345
401291.6,-12.43961,1.389313,-0.961832,-0.7022901,0.06225146,-10.01411,-0.3363973
401400.4,-12.43961,1.496183,-1.099237,-0.7938932,0.05387146,-10.04763,-0.3459745
401603.3,-12.5,1.603053,-0.8244275,-0.6564885,0.0826029,-10.00333,-0.3100602
401697.6,-12.25846,1.51145,-0.9312977,-0.6870229,0.06344861,-9.935095,-0.4034374
401886.6,-12.25846,1.068702,-0.961832,-0.5954198,0.08499719,-10.00692,-0.3124545
402088,-12.5,1.40458,-0.9007633,-0.870229,0.1472487,-10.03326,-0.2789344
402215.3,-12.56039,1.282443,-0.7175573,-0.7938932,0.08380005,-9.956643,-0.3328059
402432,-12.25846,1.19084,-0.9770992,-0.778626,0.09936292,-10.0165,-0.4010431
402607.1,-12.43961,1.618321,-0.9465649,-0.6870229,0.1257001,-9.997346,-0.3208345
402701,-12.43961,1.496183,-0.8549618,-0.6259542,0.09457434,-10.01051,-0.2909059
402916.3,-12.43961,0.8091603,-1.007634,-0.6717557,0.09577148,-10.00213,-0.4166059
403011.6,-12.43961,1.587786,-0.778626,-0.6564885,0.1161229,-10.11945,-0.3471716
403199.1,-12.43961,1.29771,-0.961832,-0.7022901,0.09816577,-10.03326,-0.3603402
403400.5,-12.43961,1.465649,-0.8091603,-0.5496183,0.08858863,-10.05002,-0.3663259
403527.8,-12.25846,0.519084,-0.9160305,-0.6717557,0.04309717,-10.05481,-0.3687202
403713.8,-12.5,1.51145,-0.7938932,-0.7022901,0.1400658,-10.00213,-0.3543545
403916.1,-12.25846,1.114504,-0.9770992,-0.6259542,0.1304886,-10.00453,-0.3699174
404104.1,-12.0773,2.061069,-0.8396947,-0.519084,0.1245029,-9.992558,-0.3148488
404213.4,-12.25846,1.465649,-0.8244275,-0.7328244,0.07661719,-9.956643,-0.3651288
404415.8,-12.5,1.236641,-0.9312977,-0.6870229,0.04908289,-10.02009,-0.3603402
404512.1,-12.25846,0.9465649,-1.007634,-0.6717557,0.1089401,-10.02727,-0.3543545
404713.5,-12.5,1.19084,-1.007634,-0.6259542,0.1101372,-9.96622,-0.3950574
404839.8,-12.43961,1.389313,-0.9770992,-0.5496183,0.08619434,-10.04284,-0.2717516
405041.1,-12.43961,0.9312977,-0.7175573,-0.6412214,0.09696863,-9.969811,-0.2992859
405229.6,-12.25846,1.603053,-0.8549618,-0.5801527,0.0658429,-9.992558,-0.4201974
405338.4,-12.43961,1.236641,-1.007634,-0.6412214,0.06943433,-9.971008,-0.3531573
405541.3,-12.5,1.053435,-0.9770992,-0.6412214,0.06105432,-9.99974,-0.300483
405635.6,-12.43961,1.267176,-0.8854962,-0.6870229,0.08380005,-9.971008,-0.3196373
405824.6,-12.25846,1.221374,-0.7480916,-0.7938932,0.06943433,-10.01051,-0.3603402
406041.4,-12.43961,0.9770992,-0.7175573,-0.5038168,0.1161229,-9.99974,-0.3818888
406166.6,-12.43961,1.114504,-0.9312977,-0.5038168,0.09098291,-10.03925,-0.3962545
406354.1,-12.43961,1.664122,-0.7328244,-0.7175573,0.0933772,-9.95784,-0.3699174
406463.4,-12.43961,1.29771,-0.961832,-0.5954198,0.09936292,-9.96622,-0.3411859
406666.8,-12.5,1.251908,-0.9770992,-0.5801527,0.1113344,-10.01889,-0.3675231
406762.6,-12.0773,1.267176,-1.007634,-0.5648855,0.1340801,-9.992558,-0.3687202
406948.1,-12.43961,1.78626,-0.9770992,-0.7938932,0.07661719,-10.00932,-0.3196373
407136.1,-12.5,0.8549618,-0.8091603,-0.4580153,0.09457434,-10.02847,-0.3423831
407323.6,-12.5,1.465649,-0.8854962,-0.6870229,0.0826029,-9.986571,-0.3363973
407526.5,-12.19807,1.221374,-0.7328244,-0.9160305,0.06704004,-9.967417,-0.3316088
407666.6,-12.56039,1.603053,-1.145038,-0.5801527,0.1137286,-10.02488,-0.3771002
407854.6,-12.5,0.7328244,-0.6564885,-0.519084,0.02154858,-10.02249,-0.3890716
407963.4,-12.31884,1.068702,-0.961832,-0.5801527,0.06344861,-9.91594,-0.3423831
408166.3,-12.56039,1.465649,-1.022901,-0.4885496,0.1328829,-9.987769,-0.3663259
408262.6,-12.43961,1.343511,-0.778626,-0.6870229,0.0466886,-9.981783,-0.3615374
408449.1,-12.25846,1.29771,-0.9160305,-0.7022901,0.1125315,-10.02727,-0.3411859
408651,-12.01691,1.282443,-0.8854962,-0.8854962,0.0826029,-10.00213,-0.3124545
408776.3,-12.25846,1.312977,-0.8854962,-0.7328244,0.04190002,-10.02009,-0.3878745
408978.6,-12.13768,1.206107,-0.778626,-0.778626,0.1017572,-10.01171,-0.3459745
409167.1,-12.0773,1.343511,-0.870229,-0.6564885,0.07302576,-9.954248,-0.3483688
409260.5,-12.25846,1.725191,-1.007634,-0.9312977,0.09696863,-10.04164,-0.3543545
409479.3,-12.25846,0.9770992,-1.145038,-0.5496183,0.1041515,-10.00692,-0.3771002
409573.6,-12.0773,1.450382,-0.8091603,-0.6717557,0.09577148,-10.00932,-0.3699174
409762.1,-12.19807,1.862595,-0.5801527,-0.6259542,0.1161229,-10.11347,-0.3794945
409948.1,-12.43961,1.801527,-0.9007633,-0.7480916,0.09816577,-10.06079,-0.2849202
410152,-12.25846,1.358779,-0.870229,-0.610687,0.0826029,-9.961432,-0.3280173
410291.6,-12.0773,1.19084,-0.8549618,-0.7022901,0.1532344,-10.03206,-0.4178031
410495,-12.31884,1.40458,-0.6564885,-0.7938932,0.09218005,-9.986571,-0.3651288
410574,-12.5,1.419847,-0.9770992,-0.610687,0.09577148,-9.998543,-0.3842831
410793.3,-12.43961,1.083969,-0.7633588,-0.6259542,0.1400658,-10.03446,-0.3687202
410980.3,-12.5,1.267176,-0.9007633,-0.4885496,0.06704004,-9.99974,-0.424986
411074.1,-12.19807,0.610687,-0.870229,-0.778626,0.1340801,-10.04044,-0.3591431
411277.5,-12.19807,1.083969,-0.9160305,-0.7175573,0.1113344,-9.987769,-0.292103
411402.8,-12.13768,1.221374,-0.8854962,-0.778626,0.07781433,-10.03087,-0.3471716
411605.1,-12.43961,1.022901,-0.7175573,-0.778626,0.07661719,-10.06439,-0.3543545
411793.1,-12.0773,0.7328244,-0.8854962,-0.7022901,0.09457434,-10.09551,-0.3771002
411887.5,-12.43961,1.022901,-0.8396947,-0.7938932,0.06344861,-10.06199,-0.3340031
412105.3,-12.56039,0.8549618,-0.8549618,-0.778626,0.1412629,-10.08234,-0.4034374
412201.1,-12.43961,1.038168,-0.6870229,-0.7175573,0.02514002,-10.02488,-0.3459745
412402.5,-11.89614,0.9770992,-0.9312977,-0.519084,0.03950574,-10.09312,-0.3615374
412529.8,-12.43961,0.9923664,-0.9160305,-0.6564885,0.1520372,-9.987769,-0.3244259
412730.6,-12.19807,1.053435,-0.8549618,-0.4580153,0.1400658,-9.978191,-0.3268202
412921.1,-11.89614,0.7938932,-0.7938932,-0.7633588,0.06943433,-9.976995,-0.3447773
413012.5,-12.19807,1.816794,-0.7022901,-0.7938932,0.1137286,-9.920729,-0.3699174
413232.3,-12.25846,0.9770992,-0.778626,-0.6259542,0.08978577,-9.954248,-0.4094231
413418.8,-12.43961,1.389313,-0.8854962,-0.5801527,0.1161229,-10.05481,-0.3926631
413513.1,-12.25846,1.480916,-0.7633588,-0.8549618,0.1185172,-9.955446,-0.3507631
413717,-12.19807,1.419847,-0.9770992,-0.7022901,0.1400658,-10.04882,-0.3555516
413856.6,-12.19807,0.9160305,-0.870229,-0.7480916,0.04070288,-9.998543,-0.3675231
414044.6,-12.0773,1.358779,-0.9312977,-0.6412214,0.05746289,-9.99974,-0.2849202
414153.9,-12.13768,0.9923664,-0.9007633,-0.4274809,0.0466886,-10.01171,-0.3627345
414358.3,-12.0773,1.694656,-1.022901,-0.8854962,0.07063147,-10.03925,-0.3352002
414544.3,-11.89614,1.129771,-0.7633588,-0.7175573,0.09457434,-10.02727,-0.3759031
414638.6,-12.31884,1.389313,-0.7328244,-0.870229,0.1029543,-9.993754,-0.4190002
414856.9,-12.25846,1.221374,-0.9923664,-0.5648855,0.03711145,-10.04763,-0.3519602
414981.6,-12.0773,1.832061,-0.8244275,-0.8396947,0.1101372,-9.996149,-0.3208345
415169.6,-12.0773,1.312977,-1.083969,-0.7175573,0.08380005,-10.08234,-0.3399888
415357.6,-12.5,1.099237,-0.8091603,-0.7328244,0.1065458,-9.998543,-0.4213945
415452.5,-12.13768,1.160305,-0.9923664,-0.778626,0.0826029,-9.963826,-0.3471716
415669.8,-12.0773,1.450382,-0.6259542,-0.5648855,0.05985718,-10.03805,-0.3076659
415856.8,-12.0773,1.312977,-0.9465649,-0.6870229,0.09218005,-9.953052,-0.3495659
415952.1,-11.83575,1.389313,-0.8244275,-0.4427481,0.05866003,-10.02488,-0.3962545
416154,-12.25846,1.312977,-0.9160305,-0.6412214,0.06344861,-10.00692,-0.292103
416281.3,-12.43961,1.068702,-0.8549618,-0.3969466,0.1891487,-9.942277,-0.3663259
416466.8,-12.19807,1.389313,-0.778626,-0.4580153,0.1125315,-9.963826,-0.3974517
416669.1,-12.13768,1.374046,-0.9923664,-0.9465649,0.1245029,-9.997346,-0.3926631
416857.1,-12.19807,1.435115,-0.7938932,-0.6870229,0.1149258,-10.00213,-0.2825259
417045.6,-12.25846,1.007634,-0.9160305,-0.5648855,0.05866003,-10.03925,-0.3363973
417234.6,-12.25846,1.541985,-0.9007633,-0.6717557,0.1496429,-10.00573,-0.3340031
417341.4,-12.0773,1.541985,-0.870229,-0.7480916,0.1149258,-9.998543,-0.3459745
417544.8,-12.13768,1.618321,-0.9007633,-0.5648855,0.09577148,-10.06798,-0.4046345
417731.8,-12.25846,0.6870229,-1.053435,-0.610687,0.05985718,-10.01411,-0.3519602
417828.6,-12.25846,1.572519,-0.7022901,-0.6717557,0.1352772,-9.938685,-0.2933002
418014.1,-12.19807,0.9465649,-0.7938932,-0.7175573,0.1113344,-10.05361,-0.3842831
418218.5,-11.89614,1.374046,-0.9770992,-0.5954198,0.1173201,-9.947065,-0.3435802
418358.1,-12.0773,1.068702,-0.6412214,-0.6259542,0.1412629,-10.00333,-0.3399888
418545.6,-12.19807,1.160305,-0.9312977,-0.778626,0.04908289,-9.969811,-0.3232287
418642.5,-12.0773,1.29771,-0.9465649,-0.5343512,0.08140576,-10.01291,-0.4070288
418858.3,-12.0773,1.236641,-0.8854962,-0.610687,0.1029543,-9.973403,-0.4010431
419045.8,-12.0773,1.099237,-0.8091603,-0.7480916,0.0826029,-9.961432,-0.325623
419139.6,-12.25846,1.251908,-0.8244275,-0.6717557,0.01077429,-9.938685,-0.3591431
419357.9,-12.0773,1.251908,-1.022901,-0.778626,0.08380005,-9.990163,-0.3052716
419469.8,-12.0773,1.648855,-0.7480916,-0.6717557,0.04788574,-9.996149,-0.4010431
419657.3,-12.13768,1.282443,-0.870229,-0.7175573,0.1257001,-9.953052,-0.3352002
419858.1,-12.01691,1.389313,-0.9312977,-0.5496183,0.1149258,-9.99974,-0.3651288
420046.1,-12.01691,0.9007633,-0.7938932,-0.7022901,0.1137286,-9.92432,-0.3471716
420154.9,-12.25846,1.19084,-0.8549618,-0.610687,0.09577148,-9.988966,-0.3304116
420358.3,-12.0773,1.145038,-0.9923664,-0.7175573,0.0826029,-9.973403,-0.3483688
420453.1,-12.43961,1.267176,-0.778626,-0.4274809,0.1292915,-10.02608,-0.3471716
420641.1,-12.0773,1.175573,-0.7938932,-0.8091603,0.1053486,-9.931503,-0.3100602
420843,-12.25846,1.160305,-0.9465649,-0.4427481,0.04429431,-9.901574,-0.3794945
420969.8,-12.19807,0.9770992,-0.9007633,-0.5038168,0.1436572,-10.01051,-0.3328059
421156.8,-12.19807,1.526718,-1.007634,-0.6259542,0.05147717,-10.03206,-0.3711145
421358.1,-12.0773,1.282443,-0.9007633,-0.5496183,0.08380005,-9.993754,-0.3459745
421546.1,-11.77536,1.053435,-0.9465649,-0.8091603,0.08380005,-10.02727,-0.3782974
421733.1,-12.19807,1.19084,-0.6259542,-0.5648855,0.0742229,-10.06558,-0.3878745
421829,-12.0773,1.175573,-1.022901,-0.610687,0.09218005,-9.955446,-0.3723117
422045.8,-12.25846,1.664122,-0.8091603,-0.6412214,0.1101372,-9.987769,-0.3555516
422140.1,-12.13768,0.8396947,-0.7175573,-0.5496183,0.09696863,-10.08593,-0.3387916
422343.5,-12.0773,1.725191,-0.6412214,-0.8396947,0.1185172,-10.05122,-0.300483
422469.8,-12.19807,1.083969,-0.9923664,-0.5038168,0.08140576,-9.956643,-0.3423831
422670.6,-12.0773,1.40458,-0.8549618,-0.5038168,0.08858863,-10.00692,-0.3723117
422860.1,-12.5,0.9160305,-0.961832,-0.519084,0.1257001,-10.04763,-0.3627345
422953,-12.0773,1.236641,-0.7938932,-0.6870229,0.0466886,-9.98298,-0.3687202
423171.3,-12.25846,0.5954198,-1.053435,-0.5648855,0.1089401,-9.996149,-0.3663259
423358.8,-12.25846,1.160305,-0.778626,-0.778626,0.07063147,-10.07157,-0.2765402
423545.8,-12.0773,1.068702,-0.7480916,-0.7022901,0.09098291,-10.02488,-0.2789344
423640.6,-12.19807,1.374046,-0.7022901,-0.6717557,0.1125315,-9.9327,-0.3639316
423843.5,-12.19807,1.282443,-0.9007633,-0.5648855,0.1268972,-10.02249,-0.3687202
423968.8,-12.0773,1.312977,-0.9312977,-0.6717557,0.1149258,-9.99974,-0.4058317
424157.8,-12.0773,1.51145,-1.114504,-0.5648855,0.1640087,-10.08474,-0.3902688
424360.1,-12.0773,0.8549618,-0.8396947,-0.4122137,0.1029543,-10.00932,-0.3806916
424468.4,-12.13768,1.053435,-0.961832,-0.6717557,0.1508401,-10.02488,-0.2968916
424671.8,-12.0773,1.832061,-0.7328244,-0.5496183,0.03591431,-10.02368,-0.3914659
424767.6,-12.01691,1.40458,-0.8091603,-0.6412214,0.1029543,-10.00932,-0.3507631
424953.1,-11.89614,0.8854962,-0.7480916,-0.7633588,0.0742229,-10.0177,-0.4106202
425171.4,-12.0773,1.389313,-1.145038,-0.778626,0.06823719,-10.04284,-0.3531573
425312.5,-12.0773,1.160305,-0.9465649,-0.5954198,0.07542004,-9.933897,-0.3352002
425484.6,-12.01691,1.328244,-1.007634,-0.9312977,0.08858863,-10.08713,-0.3220316
425672.1,-12.25846,1.145038,-0.9312977,-0.7175573,0.1388687,-10.07037,-0.3663259
425768.5,-12.31884,1.068702,-0.7938932,-0.6717557,0.06464575,-10.06678,-0.3543545
425984.3,-12.19807,1.083969,-0.870229,-0.7175573,0.04908289,-9.996149,-0.3196373
426080.1,-12.0773,0.8854962,-1.022901,-0.5343512,0.09577148,-10.04284,-0.3591431
426281,-12.01691,1.496183,-0.9770992,-0.5801527,0.09457434,-10.02249,-0.3735088
426407.8,-12.13768,1.038168,-0.9007633,-0.8396947,0.07182861,-10.03565,-0.3411859
426610.1,-12.0773,1.648855,-0.9160305,-0.7175573,0.09098291,-10.00094,-0.3974517
426797.6,-12.13768,1.618321,-0.7938932,-0.6564885,0.09098291,-10.00692,-0.3459745
426891.5,-12.0773,1.465649,-0.778626,-0.7480916,0.09696863,-9.997346,-0.3651288
427109.8,-12.19807,1.725191,-0.8244275,-0.610687,0.1005601,-10.00453,-0.308863
427205.6,-12.01691,1.419847,-1.038168,-0.610687,0.1388687,-9.984178,-0.4046345
427406.5,-12.0773,1.40458,-0.8091603,-0.7175573,0.06943433,-10.03326,-0.3651288
427531.8,-12.01691,1.114504,-0.8396947,-0.7480916,0.0275343,-9.968615,-0.3902688
427750.5,-12.19807,1.419847,-0.7480916,-0.6412214,0.1412629,-9.9746,-0.3699174
427923.6,-12.25846,1.541985,-0.9465649,-0.6717557,0.1101372,-9.9746,-0.3423831
428016.5,-12.19807,0.961832,-0.778626,-0.7480916,0.09936292,-9.943475,-0.3830859
428234.8,-11.77536,0.6412214,-0.9312977,-0.7328244,0.09577148,-10.01889,-0.3519602
428331.6,-12.0773,1.725191,-0.9007633,-0.7175573,0.08978577,-10.02249,-0.3579459
428532,-12.01691,1.160305,-1.114504,-0.610687,0.08739148,-10.02488,-0.3148488
428657.3,-11.89614,1.343511,-0.8396947,-0.8854962,0.1161229,-10.0153,-0.3196373
428860.1,-12.0773,1.145038,-1.053435,-0.6717557,0.1053486,-10.02249,-0.3328059
429063,-12.5,1.083969,-0.8549618,-0.7938932,0.1436572,-10.02727,-0.3627345
429143,-11.89614,1.282443,-0.7633588,-0.7022901,0.1053486,-9.99974,-0.3555516
429359.8,-11.89614,1.450382,-0.9160305,-0.4274809,0.1233058,-9.998543,-0.3160459
429454.1,-12.0773,1.267176,-0.961832,-0.6259542,0.06704004,-10.05361,-0.3184402
429641.6,-12.25846,1.480916,-1.038168,-0.7022901,0.01316858,-10.00692,-0.4010431
429844.5,-11.83575,0.7938932,-0.870229,-0.7022901,0.06105432,-9.992558,-0.3699174
429984.6,-11.89614,1.480916,-0.8244275,-0.7938932,0.1316858,-9.986571,-0.3519602
430172.6,-12.01691,0.9312977,-0.9923664,-0.7175573,0.1257001,-9.99136,-0.3699174
430281.4,-12.19807,1.236641,-1.038168,-0.5648855,0.09696863,-10.00573,-0.3639316
430484.3,-11.83575,1.664122,-1.022901,-0.8396947,0.04070288,-10.0572,-0.3615374
430580.1,-11.89614,1.068702,-0.9465649,-0.8396947,0.1053486,-10.00932,-0.3818888
430767.1,-11.77536,1.160305,-0.961832,-0.6259542,0.09936292,-9.981783,-0.3483688
430969,-12.19807,1.419847,-0.7328244,-0.7328244,0.1101372,-10.02009,-0.3244259
431095.3,-11.89614,1.40458,-0.8854962,-0.5954198,0.08020861,-9.997346,-0.3771002
431281.3,-11.89614,1.374046,-1.007634,-0.7175573,0.1017572,-10.07396,-0.317243
431464.3,-11.89614,1.450382,-1.022901,-0.6259542,0.0466886,-9.984178,-0.2801316
431667.1,-11.89614,1.221374,-1.068702,-0.6564885,0.08499719,-9.953052,-0.3507631
431823.6,-11.83575,1.40458,-0.870229,-0.6717557,0.0933772,-10.05002,-0.3328059
431998.3,-11.65459,1.160305,-0.8854962,-0.6564885,0.1041515,-9.998543,-0.3878745
432105.5,-12.0773,1.725191,-0.6717557,-0.4732825,0.07302576,-10.04763,-0.3064688
432308.4,-11.89614,0.8091603,-0.7480916,-0.7175573,0.1041515,-10.00094,-0.3543545
432402.8,-12.0773,1.557252,-0.9312977,-0.6717557,0.07302576,-10.02847,-0.3627345
432621.5,-11.89614,1.145038,-0.8854962,-0.778626,0.07542004,-9.972206,-0.3579459
432731.4,-11.89614,1.160305,-1.007634,-0.7633588,0.1053486,-9.990163,-0.3567488
432933.8,-11.83575,0.9770992,-0.7938932,-0.7480916,0.1245029,-9.963826,-0.3459745
433121.8,-11.77536,1.206107,-0.6870229,-0.5954198,0.1304886,-9.967417,-0.325623
433215.6,-11.89614,1.175573,-1.053435,-0.5954198,0.09457434,-9.944672,-0.3866774
433433.9,-11.71498,1.083969,-0.9007633,-0.6412214,0.02035144,-10.00094,-0.3950574
433528.8,-11.71498,1.068702,-0.870229,-0.778626,0.1292915,-10.04284,-0.2813287
433731.1,-11.89614,0.9923664,-0.870229,-0.5648855,0.07542004,-10.08593,-0.2944973
433857.9,-11.89614,1.343511,-0.8549618,-0.7175573,0.07302576,-10.04523,-0.3375945
434075.1,-12.01691,1.053435,-0.9007633,-0.5648855,0.1221086,-10.07396,-0.4178031
434249.3,-12.01691,0.9770992,-1.007634,-0.7633588,0.07302576,-10.04284,-0.325623
434341.6,-11.83575,0.8396947,-1.022901,-0.6259542,0.1592201,-9.969811,-0.3723117
434559.9,-12.01691,1.847328,-0.8244275,-0.6412214,0.1412629,-9.931503,-0.3735088
434654.3,-11.83575,1.358779,-0.9007633,-0.7175573,0.1029543,-9.963826,-0.3759031
434856.6,-11.83575,1.709924,-0.9770992,-0.610687,0.08499719,-9.997346,-0.3459745
434983.9,-12.0773,1.435115,-0.9312977,-0.8549618,0.1149258,-10.08115,-0.3555516
435200.6,-11.83575,1.022901,-1.022901,-0.8091603,0.1245029,-10.06079,-0.4213945
435388.1,-11.89614,1.679389,-1.19084,-0.5648855,0.07901148,-9.972206,-0.4130145
435451.1,-11.89614,1.633588,-1.053435,-0.7175573,0.1185172,-10.01291,-0.3806916
435685.4,-11.83575,1.114504,-0.8396947,-0.5343512,0.08140576,-9.99974,-0.3699174
435780.8,-12.0773,1.435115,-0.7480916,-0.5343512,0.05028003,-10.0596,-0.4549145
435982.1,-11.89614,1.038168,-0.7938932,-0.5343512,0.0826029,-10.00213,-0.3818888
436107.9,-12.0773,1.435115,-0.7022901,-0.5496183,0.07063147,-9.955446,-0.3842831
436310.8,-11.65459,1.053435,-0.778626,-0.5496183,0.05028003,-10.01411,-0.3543545
436514.6,-12.01691,1.160305,-0.7938932,-0.8396947,0.07901148,-9.99136,-0.3866774
436577.1,-11.77536,1.541985,-0.870229,-0.6564885,0.166403,-10.02727,-0.3854802
436811.4,-11.89614,0.9007633,-0.8396947,-0.5954198,0.1221086,-10.04882,-0.3759031
436998.9,-12.0773,1.374046,-0.8091603,-0.5801527,0.1759801,-9.978191,-0.3914659
437094.3,-11.83575,0.8854962,-0.8396947,-0.7175573,0.08739148,-9.969811,-0.3675231
437296.1,-11.83575,1.938931,-0.7328244,-0.8244275,0.04549145,-10.02967,-0.3699174
437422.4,-11.89614,1.343511,-0.610687,-0.6717557,0.04190002,-9.95784,-0.3782974
437625.3,-12.01691,0.961832,-1.053435,-0.7328244,0.1268972,-10.03685,-0.3747059
437812.8,-12.0773,0.9770992,-0.961832,-0.7480916,0.09816577,-9.954248,-0.3423831
437909.1,-11.89614,1.557252,-0.8091603,-0.6412214,0.08858863,-9.96622,-0.3483688
438125.9,-11.89614,1.328244,-0.8244275,-0.7022901,0.1233058,-10.0165,-0.3567488
438312.4,-11.77536,0.7938932,-0.8396947,-0.6564885,0.1053486,-10.00094,-0.3543545
438406.3,-11.65459,1.816794,-0.9312977,-0.7633588,0.05746289,-9.918334,-0.3124545
438609.6,-12.0773,1.450382,-1.007634,-0.6412214,0.158023,-10.06798,-0.3387916
438734.9,-11.65459,1.374046,-0.8244275,-0.6259542,0.09696863,-10.0584,-0.3435802
438953.6,-11.77536,1.267176,-0.9465649,-0.6564885,0.07302576,-9.931503,-0.3447773
439125.8,-12.01691,1.572519,-0.9160305,-0.6870229,0.1388687,-10.00213,-0.3519602
439220.1,-12.01691,1.480916,-0.9007633,-0.4427481,0.1185172,-10.05241,-0.3423831
439437.9,-12.0773,1.251908,-1.022901,-0.6259542,0.1699944,-9.95784,-0.3639316
439534.8,-12.01691,1.526718,-0.8549618,-0.7022901,0.02514002,-9.935095,-0.3040745
439734.6,-11.77536,1.206107,-1.160305,-0.7328244,0.08619434,-10.03326,-0.3974517
439861.4,-11.89614,1.206107,-0.9007633,-0.7175573,0.1628115,-9.971008,-0.3914659
440063.8,-11.89614,1.526718,-0.9770992,-0.5343512,0.1268972,-9.976995,-0.3519602
440251.3,-12.19807,1.709924,-0.7633588,-0.7328244,0.06943433,-10.02847,-0.3387916
440346.6,-11.89614,1.343511,-1.022901,-0.6259542,0.07781433,-9.971008,-0.3016802
440563.9,-11.89614,1.282443,-0.7480916,-0.6412214,0.05626575,-10.01291,-0.3160459
440657.8,-12.0773,1.450382,-0.5801527,-0.5954198,0.1436572,-10.03565,-0.3735088
440860.6,-11.77536,1.435115,-0.870229,-0.870229,0.08739148,-9.948263,-0.3567488
440987.9,-11.83575,1.038168,-0.8854962,-0.7175573,0.09098291,-9.992558,-0.3268202
441175.4,-12.13768,1.389313,-0.8854962,-0.7633588,0.1089401,-10.01291,-0.3184402
441362.9,-11.89614,1.40458,-0.7480916,-0.6412214,0.0658429,-10.06678,-0.3615374
441563.8,-11.5942,1.221374,-0.9923664,-0.7022901,0.1257001,-10.01291,-0.3531573
441751.8,-11.89614,1.267176,-0.778626,-0.7633588,0.09218005,-10.02009,-0.2992859
441848.1,-11.89614,1.40458,-0.8854962,-0.7022901,0.1173201,-9.986571,-0.3842831
442063.9,-11.89614,1.236641,-0.8396947,-0.6870229,0.09816577,-10.01051,-0.3555516
442159.3,-11.77536,1.465649,-0.9160305,-0.8396947,0.06105432,-10.07995,-0.3878745
442361.1,-11.53382,1.083969,-0.9465649,-0.8854962,0.03352002,-10.00333,-0.3687202
442486.9,-12.01691,1.022901,-1.038168,-0.519084,0.1257001,-10.00333,-0.3483688
442690.3,-11.89614,1.328244,-1.022901,-0.7480916,0.1376715,-10.04643,-0.3531573
442879.3,-12.01691,1.29771,-0.8396947,-0.7480916,0.0826029,-10.03326,-0.3591431
442971.6,-11.77536,1.572519,-0.8854962,-0.6259542,0.1376715,-9.98298,-0.3052716
443189.9,-11.77536,1.358779,-0.8091603,-0.6564885,0.1113344,-9.99974,-0.3591431
443285.3,-11.77536,1.587786,-0.7938932,-0.7633588,0.08140576,-9.938685,-0.3411859
443518.5,-11.83575,1.740458,-0.9465649,-0.8549618,0.04309717,-10.00932,-0.3495659
443614.4,-11.89614,1.022901,-0.8396947,-0.6870229,0.08020861,-9.969811,-0.3483688
443815.3,-11.71498,1.603053,-0.870229,-0.9312977,0.1783744,-9.990163,-0.283723
443940.5,-11.83575,1.206107,-0.8244275,-0.7022901,0.09577148,-10.00453,-0.4046345
444143.4,-11.77536,1.206107,-0.8549618,-0.7633588,0.09218005,-10.02129,-0.3316088
444283.5,-11.83575,1.267176,-0.961832,-0.778626,0.1041515,-10.02368,-0.424986
444471,-11.65459,1.145038,-0.8549618,-0.6412214,0.08499719,-9.969811,-0.4118174
444580.3,-11.77536,1.312977,-1.038168,-0.5038168,0.04908289,-9.972206,-0.3292145
444784.6,-11.65459,0.7938932,-0.8396947,-0.6412214,0.1101372,-9.971008,-0.3208345
444971.1,-11.65459,1.389313,-0.9465649,-0.9465649,0.03471716,-9.933897,-0.3567488
445067,-11.65459,0.870229,-0.8854962,-0.7633588,0.0742229,-10.02249,-0.3890716
445268.4,-11.89614,1.557252,-0.6717557,-0.6870229,0.08380005,-10.03326,-0.3483688
